iter	Logloss
485	0.2278917554
486	0.2276342149
487	0.227202705
488	0.2271147732
489	0.226537948
490	0.2258369118
491	0.2256683154
492	0.2251379798
493	0.224912964
494	0.2246733677
495	0.2241562925
496	0.2239203495
497	0.2236028532
498	0.2231835549
499	0.2229084888
500	0.2225731897
501	0.2222428387
502	0.2217517288
503	0.2215955367
504	0.2214545676
505	0.2209562079
506	0.2207285211
507	0.2205045953
508	0.2201006454
509	0.2199536114
510	0.2193160791
511	0.2189677469
512	0.2185432796
513	0.2181217099
514	0.2180069906
515	0.2178275017
516	0.2174821604
517	0.2172242959
518	0.2170229691
519	0.2167885136
520	0.2166520574
521	0.2163950252
522	0.2158024852
523	0.2154122149
524	0.2153854207
525	0.2150076747
526	0.2147137617
527	0.2146706198
528	0.2146056174
529	0.2141788326
530	0.2139791441
531	0.2135786765
532	0.213080454
533	0.2125905499
534	0.2122829277
535	0.2118231867
536	0.2111812852
537	0.2105561119
538	0.2100306268
539	0.209790345
540	0.2092501765
541	0.2088232968
542	0.2087833617
543	0.208732239
544	0.2086816799
545	0.2086131786
546	0.2083004605
547	0.207935194
548	0.2074339444
549	0.2067725304
550	0.2062912914
551	0.2060383959
552	0.2058374428
553	0.2056442194
554	0.2052048257
555	0.2051149539
556	0.2047503789
557	0.2045879382
558	0.2042195776
559	0.2041213256
560	0.2036947059
561	0.2033698187
562	0.2032399252
563	0.2027912158
564	0.2025943842
565	0.2024542181
566	0.2021484466
567	0.2017040673
568	0.2012592564
569	0.200895657
570	0.2008685886
571	0.2002884527
572	0.2002596097
573	0.1999791278
574	0.1997944589
575	0.1993984627
576	0.1990840464
577	0.1988393694
578	0.1985543089
579	0.198234147
580	0.1978737916
581	0.1974406358
582	0.1970686102
583	0.1965049666
584	0.1960703597
585	0.1956771313
586	0.1952948725
587	0.1944716268
588	0.1940899287
589	0.1937558617
590	0.193436785
591	0.1932656621
592	0.1928581773
593	0.1927973831
594	0.1924558134
595	0.1924317466
596	0.1920832739
597	0.1917023774
598	0.1916788385
599	0.1911131424
600	0.190809696
601	0.1906273775
602	0.19014239
603	0.1899843182
604	0.1896721784
605	0.1896239162
606	0.1893297904
607	0.1889628037
608	0.1886795352
609	0.1885079098
610	0.1882291385
611	0.1881020907
612	0.1875884674
613	0.1872652141
614	0.1870569141
615	0.1867822614
616	0.1866433796
617	0.1865204774
618	0.1864038082
619	0.186361606
620	0.1861270127
621	0.1857226938
622	0.1853809134
623	0.1853559208
624	0.1850203157
625	0.1848879201
626	0.1848614358
627	0.1844803882
628	0.1844511185
629	0.1842275003
630	0.1837931748
631	0.1833078901
632	0.1832816492
633	0.1826807197
634	0.1822587897
635	0.1818260865
636	0.1816999854
637	0.1813371426
638	0.1809791552
639	0.1806305871
640	0.1804212613
641	0.1800661502
642	0.1799105768
643	0.1796464302
644	0.1792511995
645	0.1788317433
646	0.1784484819
647	0.1781963164
648	0.1781348689
649	0.1776904166
650	0.1773365638
651	0.1770774909
652	0.1770484441
653	0.1768607524
654	0.176834316
655	0.1768074589
656	0.1764502609
657	0.1760190167
658	0.1759962415
659	0.1755453512
660	0.1755161652
661	0.1751311033
662	0.174892393
663	0.1746036211
664	0.1744772012
665	0.1741569001
666	0.1736404945
667	0.1734963731
668	0.1731596219
669	0.1727914991
670	0.1726725366
671	0.1726514392
672	0.1721708469
673	0.1718511366
674	0.1712514973
675	0.1709964937
676	0.1709697003
677	0.1706118869
678	0.1703765223
679	0.1699841886
680	0.1698492372
681	0.1695412164
682	0.1693073268
683	0.1691704391
684	0.1688308791
685	0.1686667384
686	0.168557583
687	0.1684752392
688	0.1681420738
689	0.1677985733
690	0.1674212577
691	0.1672453111
692	0.1670829391
693	0.1668474123
694	0.1665849264
695	0.1664365161
696	0.1660713241
697	0.1658493303
698	0.1655929667
699	0.1651450198
700	0.1648286626
701	0.1647116652
702	0.1644228087
703	0.1641015052
704	0.164056179
705	0.1639285911
706	0.1635721059
707	0.1632627439
708	0.1629051628
709	0.1625588078
710	0.1623972006
711	0.1620277849
712	0.1616618622
713	0.161232455
714	0.1610827555
715	0.1607979001
716	0.1607747282
717	0.1604068963
718	0.1600465605
719	0.1596353331
720	0.15953251
721	0.1592641846
722	0.1588891793
723	0.1586615421
724	0.1583015674
725	0.1580422694
726	0.157814602
727	0.1575058242
728	0.1573390735
729	0.1573117169
730	0.1570086891
731	0.156986568
732	0.1566190494
733	0.1565973679
734	0.1565790697
735	0.1564279597
736	0.1561078795
737	0.1559982742
738	0.1557351912
739	0.1552824085
740	0.1550919551
741	0.1548464511
742	0.1547594165
743	0.1545404374
744	0.1544574373
745	0.1543112885
746	0.1541718219
747	0.1536736784
748	0.1536551483
749	0.1536312832
750	0.1536118123
751	0.1534765646
752	0.1531809326
753	0.1526874698
754	0.15262281
755	0.1524517198
756	0.1520205679
757	0.1517849403
758	0.1515555802
759	0.1514551293
760	0.1511592623
761	0.1507493666
762	0.1505147091
763	0.1501801453
764	0.1497463955
765	0.1494070309
766	0.149324145
767	0.1490121053
768	0.1487859482
769	0.1485027902
770	0.1481799394
771	0.1480445769
772	0.1478801706
773	0.1476353965
774	0.1473782286
775	0.1473623326
776	0.1470893213
777	0.1469622564
778	0.1468894506
779	0.1466130812
780	0.1465921851
781	0.1462855591
782	0.1460160314
783	0.1458818361
784	0.1456431732
785	0.1453350741
786	0.1451178002
787	0.1446920556
788	0.1443395944
789	0.1443214464
790	0.1441497673
791	0.1438709939
792	0.1438496692
793	0.1435557243
794	0.1435422004
795	0.1433124921
796	0.1430549148
797	0.1429585167
798	0.1426335137
799	0.1424269596
800	0.1424115076
801	0.1421933775
802	0.1419461273
803	0.1417421072
804	0.14172797
805	0.1414187461
806	0.1413093752
807	0.1411316204
808	0.1411129496
809	0.1410987748
810	0.1409055546
811	0.1408019326
812	0.1405503228
813	0.1403538888
814	0.1399270605
815	0.139671308
816	0.1392910156
817	0.1392759848
818	0.1389447109
819	0.1387480098
820	0.1383646787
821	0.1380732235
822	0.1378253689
823	0.1376651634
824	0.1374879091
825	0.1373006849
826	0.1372178696
827	0.1370604321
828	0.1368737718
829	0.1366750518
830	0.136501429
831	0.1361545767
832	0.136017729
833	0.135925981
834	0.1356630794
835	0.135400382
836	0.1352131771
837	0.1351958062
838	0.1348136601
839	0.1344664942
840	0.1341665572
841	0.1339867725
842	0.1338406816
843	0.1336304496
844	0.1333809668
845	0.1332009314
846	0.1328735976
847	0.1326836493
848	0.132488125
849	0.1323597626
850	0.1322466761
851	0.1322034902
852	0.1319782077
853	0.1318180057
854	0.1316172288
855	0.1313385688
856	0.1312729547
857	0.131028616
858	0.1307926624
859	0.1305514124
860	0.1305347569
861	0.1302808895
862	0.1301658794
863	0.1301501116
864	0.1298124588
865	0.1295740387
866	0.1293323397
867	0.128943193
868	0.128732196
869	0.1287174316
870	0.1284170911
871	0.1281434355
872	0.1278737939
873	0.1276193983
874	0.1273792003
875	0.1270125073
876	0.1268086626
877	0.1266298115
878	0.1264127508
879	0.1261584924
880	0.1259875776
881	0.1257976135
882	0.1256967521
883	0.1253896233
884	0.1252214761
885	0.1250251696
886	0.124825209
887	0.1246446065
888	0.1244678731
889	0.1242624838
890	0.1240500601
891	0.1238240884
892	0.1236585569
893	0.1234242924
894	0.1232564663
895	0.1230380764
896	0.1229626899
897	0.1227731486
898	0.1226335821
899	0.1223903606
900	0.1222367714
901	0.1220190215
902	0.1218060353
903	0.1216331156
904	0.1213724265
905	0.1211855826
906	0.1211719741
907	0.1211611616
908	0.1209887765
909	0.1208037628
910	0.1205606675
911	0.1204302318
912	0.1201989887
913	0.1200110465
914	0.1197194048
915	0.1195919918
916	0.1193143617
917	0.1192463286
918	0.119023311
919	0.1190113597
920	0.1187763216
921	0.1186050379
922	0.1183995911
923	0.1182131636
924	0.1180412012
925	0.1180295824
926	0.1178766785
927	0.1177167323
928	0.1176334013
929	0.1174826593
930	0.1172527221
931	0.1170508901
932	0.1168652768
933	0.116738495
934	0.1165675534
935	0.1165532034
936	0.116298536
937	0.1160751809
938	0.1158088983
939	0.1157963494
940	0.1156049988
941	0.1152095992
942	0.1151991649
943	0.1150714343
944	0.1150580935
945	0.1150452619
946	0.1148601135
947	0.1148072155
948	0.1145999496
949	0.1144203032
950	0.1141773107
951	0.1140185781
952	0.1138799304
953	0.1137358688
954	0.1133869579
955	0.1131489762
956	0.1129012488
957	0.1127243903
958	0.11258845
959	0.1123549159
960	0.1122538745
961	0.1119941277
962	0.1118099727
963	0.1116606824
964	0.1114288736
965	0.111348032
966	0.1111956183
967	0.111183545
968	0.1111373759
969	0.1108969015
970	0.110635898
971	0.1106238414
972	0.1103795116
973	0.1102195203
974	0.1101202848
975	0.1099568923
976	0.1097321482
977	0.1095146924
978	0.1092875152
979	0.1090429356
980	0.10881897
981	0.1086680699
982	0.1084644204
983	0.1082697554
984	0.1082582449
985	0.1080553826
986	0.1079009864
987	0.1076814998
988	0.107514403
989	0.1073411915
990	0.1071458557
991	0.1071362966
992	0.1068386929
993	0.1066386778
994	0.1064854932
995	0.1064019624
996	0.1063036844
997	0.1060804799
998	0.1058766384
999	0.1055935944
